0201011,2940.73
0201022,2902.21
0201032,5161.03
0201043,2198.33
0201052,3373.58
0201062,2228.96
0202011,2285.74
0202021,2409.27
0202033,1763.88
0202041,2502.05
0202052,2179.92
0202062,2787.56
0202073,2777.39
0203011,3523.34
0203022,3308.90
0203032,8524.48
0203042,3428.09
0203052,2016.68
0203062,4850.29
0204013,2212.44
0204022,1949.69
0204032,2046.29
0204043,2100.56
0205011,2837.20
0205023,2533.10
0205032,4024.43
0205042,2845.32
0205052,2926.62
0205062,2746.37
0206011,6236.20
0206021,2118.59
0206031,3187.81
0206041,4909.33
0206052,2425.71
0206062,2773.30
0206072,2485.76
0206082,3022.23
0206092,2516.03
0207011,2523.58
0207022,2422.92
0207033,1710.21
0207042,1858.18
0208011,4473.58
0208021,2421.41
0208031,2721.75
0208041,2275.20
0208051,4409.48
0208063,2385.31
0208072,2308.78
0208083,2933.98
0208092,2632.03
0208103,1610.08
0208112,2369.41
0208123,3121.27
0208133,2093.00
0208143,1971.61
0209011,2087.70
0209022,2925.47
0209032,3592.66
0209042,3480.31
0209052,4444.06
0209062,2285.59
0209073,2891.01
0209082,2468.80
0210011,2502.84
0210021,4771.88
0210033,1656.41
0210042,2164.42
0210053,1931.61
0210062,2978.89
0210072,2352.75
0211011,3736.38
0211022,5107.74
0211032,6225.64
0211043,2617.16
0212013,1660.71
0212023,1355.63
0212033,1991.46
0212043,1709.16
0212053,2441.80
0213012,1890.70
0213022,3111.89
0213033,2653.60
0214011,2742.33
0214023,1814.49
0214032,4144.37
0214042,1770.03
0214053,2034.10
0214062,2948.40
0214073,2277.43
0214083,2753.18
0215011,2810.34
0215022,2775.16
0215033,3357.34
0215042,3958.74
0216013,2045.77
0216022,2733.86
0216032,7241.39
0216043,7481.57
0216053,2031.29
0216062,4757.59
0217012,2109.41
0217022,2176.84
0217032,1391.41
0217043,2885.38
0217053,2231.16
0218012,2466.85
0218022,1872.44
0218032,3549.42
0218043,3267.69
0218052,3344.19
0219011,2958.47
0219021,2712.66
0219032,3045.39
0219043,3183.87
0219052,3639.61
0219063,3179.36
0219072,3039.51
0219083,3002.64
0220013,2767.01
0220023,2761.63
0220033,2674.47
0220042,3515.40
0220052,3493.28
0220063,2193.31
0221011,2442.31
0221021,2366.12
0221031,4706.45
0221042,4483.42
0221053,2071.51
0221063,3926.67
0221072,1871.94
0221082,2894.81
0222013,3542.98
0222022,1961.19
0222033,2424.17
0223012,3730.23
0223022,3673.28
0223032,2562.44
0223043,4730.16
0223052,9756.92
0223062,3185.26
0223073,3441.64
0223083,4380.60
0223092,3308.18
0224013,3531.48
0224022,4588.88
0224032,2997.47
0224042,1754.21
0224053,2695.28
0224063,2019.09
0224073,2746.72
0225011,2439.29
0225021,2389.99
0225033,5317.41
0225043,2065.12
0225052,2735.10
0225063,2502.15
0225072,3495.08
0226011,2589.40
0226021,2765.24
0226032,2300.46
0226043,1630.52
0226052,2821.09
0226062,2276.30
0261011,3026.16
0262011,3491.74
0264011,5118.79
0265011,3236.18
0401011,1924.39
0401021,2994.79
0401031,2994.94
0401042,1694.20
0401052,2332.09
0401062,3649.77
0401072,1955.21
0401082,1874.70
0401092,2984.51
0402011,2516.10
0402022,1932.69
0402032,2821.48
0402042,1970.93
0402053,2176.30
0402062,1760.67
0402073,1669.39
0402082,1692.44
0402092,1266.27
0402102,1930.19
0403012,3133.89
0403022,2436.84
0403032,2209.64
0403043,2282.31
0403052,3647.50
0403062,4753.75
0403072,2953.14
0403083,3643.78
0404011,2009.45
0404022,1508.31
0404032,2273.48
0404042,1999.03
0404052,1558.50
0404062,2205.32
0404072,1958.52
0405011,2049.93
0405022,1880.63
0405032,1839.12
0405043,2363.52
0405052,1714.93
0405062,1750.88
0406012,3064.65
0406022,1737.90
0406033,2204.85
0406043,3147.82
0406052,1586.46
0406062,1803.62
0407011,2836.56
0407022,1896.79
0407033,2006.62
0407042,2821.89
0407053,2737.64
0407063,2383.98
0407073,2528.69
0407082,2307.27
0407092,2056.01
0408011,1868.63
0408022,2122.34
0408032,2533.67
0408043,2002.33
0408052,1424.72
0408062,1595.25
0408073,2127.45
0408082,1955.70
0408092,1619.84
0409012,2080.12
0409022,2551.56
0409033,2560.68
0409043,1962.30
0410013,1664.59
0410023,2195.22
0410033,2173.57
0410042,1704.67
0410053,2079.45
0411011,2557.93
0411022,2366.86
0411032,2014.19
0411042,1597.70
0411053,1699.33
0411062,2474.83
0411072,2044.60
0412011,2847.35
0412022,1465.56
0412032,1603.75
0412042,2035.62
0412052,1083.86
0412062,1547.70
0413013,1618.06
0413023,2236.83
0413032,1475.63
0413043,1706.82
0414012,2346.67
0414022,2333.47
0414032,2878.03
0414042,2686.51
0414052,2560.94
0414063,1893.40
0414072,2324.55
0414082,1817.11
0414093,3529.60
0414102,2884.95
0414112,2355.68
0415011,2333.69
0415022,2381.04
0415032,1565.43
0415042,2565.83
0415052,3071.13
0415062,3607.23
0415072,2055.65
0415082,3652.74
0415092,2333.76
0416012,1896.07
0416022,2411.73
0416032,2126.78
0416042,2587.15
0416052,2806.65
0416063,2181.84
0417011,2370.78
0417022,2548.34
0417032,1714.43
0417042,2581.84
0417052,1855.10
0418011,2311.09
0418022,2206.00
0418032,1722.30
0418043,3088.78
0418052,1660.86
0418063,2034.07
0418072,2293.04
0418083,1806.93
0418092,1799.12
0418102,2792.85
0418113,2385.68
0418123,1576.05
0418132,2539.43
0419013,3366.86
0419022,2280.35
0419033,1536.19
0419043,1713.48
0419052,2226.21
0419063,2422.77
0461011,3537.58
0462011,2800.68
0463011,3509.94
0464011,3588.51
0601011,1993.01
0601021,1938.11
0601032,1665.67
0601042,1173.04
0601052,2135.67
0601062,1476.70
0601072,1504.30
0601082,1322.72
0601092,1799.18
0601102,1126.27
0601112,1402.29
0601122,1415.07
0601132,1228.77
0601142,2334.09
0601152,1248.93
0601162,2906.52
0601172,995.96
